"r","KO2","id","slurry","time","Cair"
"0.210164739085361","0.00289961861868396","11","Pig 1","0.791666666666667","0.211501065767728"
"0.185037621930516","0.00333731997137706","12","Pig 1","0.791666666666667","0.211866314227765"
"0.00534958653081512","0.00200406287962792","19","Pig 2","0.00138888888888889","0.244031700721154"
"0.00771604136415397","0.0170431312524635","20","Pig 2","0.0152777777777778","0.242459857647235"
"0.00878555461844197","0.0263267776275217","21","Pig 2","0.0201388888888889","0.238145071176382"
"0.0116928181562295","0.00278372722088236","27","Pig 3","0.0833333333333333","0.21"
"0.0136514403784609","0.00826190539091935","28","Pig 3","0.0833333333333333","0.206852986278824"
"0.00840698556124808","1e-04","29","Pig 3","0.0833333333333333","0.194600139362322"
"4.85469912848744","0.000169136398909746","43","Pig 3","1.08333333333333","0.209949114149558"
"4.32334494157416","0.000179157171313604","44","Pig 3","1.08333333333333","0.21"
"5.42262259356911","0.000154206153951328","45","Pig 3","1.08333333333333","0.209596983581364"
"0.404455711832482","0.00104675975353005","58","Pig 3","2.08333333333333","0.209460392994835"
"5.71203355343928","0.000147273093783647","59","Pig 3","2.08333333333333","0.21"
"3.18960733522965","0.000223368025439198","60","Pig 3","2.08333333333333","0.208463970044384"
"0.910994598024515","0.0771875993405179","72","Pig 3","3.08333333333333","0.21"
"0.847985742618406","0.000561598068429857","73","Pig 3","3.08333333333333","0.194826743067598"
"0.0697210127163033","0.0338114093371331","32","Pig 4","0.0833333333333333","0.21"
"0.123304931015326","0.0820051262301527","33","Pig 4","0.0833333333333333","0.209655854576765"
"0.462273059818251","0.000808805894068347","57","Pig 4","2.08333333333333","0.21"
"0.0162042659968248","0.1","34","Pig 5","0.0833333333333333","0.21"
"0.387605697800689","0.1","35","Pig 5","0.0833333333333333","0.206095212570835"
"0.141901113460751","0.1","36","Pig 5","0.0833333333333333","0.205466003471656"
"1.13122995959575","0.000501097500447025","46","Pig 5","1.08333333333333","0.207428219863854"
"2.0804506339813","0.014803066110931","47","Pig 5","1.08333333333333","0.21"
"0.781390764128013","0.000567998551577076","48","Pig 5","1.08333333333333","0.208865776817952"
"0.27696701158738","0.00233563841254372","54","Pig 5","2.08333333333333","0.202682563196348"
"0.44537662987188","0.000875106083320412","55","Pig 5","2.08333333333333","0.201903064586462"
"0.00477868585978616","1e-04","56","Pig 5","2.08333333333333","0.21"
"0.859592264958122","0.000685663218368419","67","Pig 5","3.08333333333333","0.21"
"0.615878828422003","0.00240211317065192","68","Pig 5","3.08333333333333","0.196046051859587"
"0.577303924748986","0.000765504458702198","69","Pig 5","3.08333333333333","0.196180618913622"
